match_id,season,match_number,stage,date,venue,city,team1,team2,toss_winner,toss_decision,first_innings_score,first_innings_wickets,first_innings_overs,second_innings_score,second_innings_wickets,second_innings_overs,result,winner,win_by,win_margin,player_of_match,umpire1,umpire2,is_day_night
M0897,2022,35,League,2022-04-25,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,280,7,18.5,200,2,19.6,normal,Lucknow Super Giants,runs,80,Rahul Rayudu,Billy Bowden,KN Ananthapadmanabhan,True
M0898,2022,36,League,2022-04-27,Wankhede Stadium,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,140,5,19.2,104,9,15.7,normal,Chennai Super Kings,runs,36,Faheem Afridi,Simon Taufel,AK Chaudhary,False
M0899,2022,37,League,2022-04-28,Ekana Cricket Stadium,Lucknow,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,bat,206,6,19.3,207,8,17.7,normal,Royal Challengers Bangalore,wickets,9,Sanju Rizwan,Aleem Dar,Richard Kettleborough,True
M0900,2022,38,League,2022-04-30,Ekana Cricket Stadium,Lucknow,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,183,8,18.3,187,10,19.9,normal,Lucknow Super Giants,wickets,4,Marcus Yadav,Paul Reiffel,Chris Gaffaney,True
M0901,2022,39,League,2022-05-01,JSCA Intl Stadium Complex,Ranchi,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,110,4,18.1,115,2,18.0,normal,Chennai Super Kings,super over,0,Moeen du Plessis,Michael Gough,Simon Taufel,False
M0902,2022,40,League,2022-05-03,Wankhede Stadium,Mumbai,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,280,6,19.1,237,9,15.2,normal,Kolkata Knight Riders,runs,43,Steve van der Dussen,Marais Erasmus,S Ravi,True
M0903,2022,41,League,2022-05-04,Arun Jaitley Stadium,Delhi,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,bat,133,2,18.6,141,1,17.4,normal,Lucknow Super Giants,wickets,3,Ravindra Bairstow,Chris Gaffaney,Anil Chaudhary,True
M0904,2022,42,League,2022-05-05,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,186,5,19.2,176,7,19.4,normal,Chennai Super Kings,runs,10,Marco Lyon,KN Ananthapadmanabhan,S Ravi,True
M0905,2022,43,League,2022-05-07,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,118,10,20.0,68,5,15.1,normal,Royal Challengers Bangalore,runs,50,Rassie Warner,Anil Chaudhary,KN Ananthapadmanabhan,False
M0906,2022,44,League,2022-05-09,Himachal Pradesh Cricket Association Stadium,Dharamsala,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,201,8,18.5,195,1,16.9,normal,Chennai Super Kings,runs,6,Mitch Coetzee,Richard Kettleborough,Ulhas Gandhe,False
M0907,2022,45,League,2022-05-10,Barabati Stadium,Cuttack,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,110,5,19.3,116,3,15.1,normal,Royal Challengers Bangalore,wickets,3,Denesh Shaw,Chris Gaffaney,Nitin Menon,False
M0908,2022,46,League,2022-05-11,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,110,2,19.2,113,7,15.2,normal,Sunrisers Hyderabad,super over,0,Anrich Rahul,Virender Sharma,Anil Chaudhary,False
M0909,2022,47,League,2022-05-13,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,155,10,20.0,157,9,15.1,normal,Mumbai Indians,wickets,6,Shoaib Amir,AK Chaudhary,Kumar Dharmasena,True
M0910,2022,48,League,2022-05-15,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,140,4,19.2,145,6,15.7,normal,Lucknow Super Giants,super over,0,Liam Gaikwad,KN Ananthapadmanabhan,Michael Gough,True
M0911,2022,49,League,2022-05-16,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,bat,107,9,18.0,60,8,19.3,normal,Royal Challengers Bangalore,runs,55,David Anderson,Richard Kettleborough,CK Nandan,True
M0912,2022,50,League,2022-05-18,Eden Gardens,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,120,9,18.5,122,7,17.5,normal,Rajasthan Royals,wickets,1,Dwayne Conway,Kumar Dharmasena,Nitin Menon,True
M0913,2022,51,League,2022-05-20,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,215,6,18.9,183,5,15.3,normal,Sunrisers Hyderabad,runs,32,Devdutt Thakur,S Ravi,Chris Gaffaney,True
M0914,2022,52,League,2022-05-21,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,236,8,18.9,241,7,17.9,normal,Rajasthan Royals,wickets,9,Marcus Coetzee,CK Nandan,Nitin Menon,False
M0915,2022,53,League,2022-05-23,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,field,196,9,18.1,195,3,19.9,normal,Kolkata Knight Riders,runs,1,Aiden Zaman,KN Ananthapadmanabhan,Michael Gough,True
M0916,2022,54,League,2022-05-24,Chinnaswamy Stadium,Bangalore,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,186,5,19.7,155,3,18.5,normal,Chennai Super Kings,runs,31,Stuart Siraj,Michael Gough,KN Ananthapadmanabhan,False
M0917,2022,55,League,2022-05-25,Punjab Cricket Association Stadium,Mohali,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,177,5,19.5,185,7,18.1,normal,Punjab Kings,wickets,3,James Kohli,Sundaram Ravi,Marais Erasmus,True
M0918,2022,56,League,2022-05-26,Arun Jaitley Stadium,Delhi,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,105,3,18.5,81,1,15.3,normal,Sunrisers Hyderabad,runs,24,Dwaine Marsh,Michael Gough,Rod Tucker,False
M0919,2022,57,League,2022-05-27,Punjab Cricket Association Stadium,Mohali,Punjab Kings,Gujarat Titans,Punjab Kings,bat,118,10,20.0,115,10,15.0,tie,Gujarat Titans,super over,0,James Riaz,KN Ananthapadmanabhan,Nitin Menon,False
M0920,2022,58,League,2022-05-28,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,190,5,19.1,117,4,15.6,normal,Mumbai Indians,runs,73,Sam Brook,Aleem Dar,S Ravi,False
M0921,2022,59,League,2022-05-29,Eden Gardens,Kolkata,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,215,5,19.9,155,7,19.4,normal,Punjab Kings,runs,60,Washington Stubbs,Ulhas Gandhe,Billy Bowden,True
M0922,2022,60,League,2022-05-31,Wankhede Stadium,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,157,7,19.2,108,3,18.1,normal,Sunrisers Hyderabad,runs,49,Devdutt Thakur,Paul Reiffel,Richard Kettleborough,True
M0923,2022,61,League,2022-06-01,DY Patil Stadium,Navi Mumbai,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,294,9,19.6,211,6,17.5,normal,Sunrisers Hyderabad,runs,83,Faisal Zampa,CK Nandan,Virender Sharma,True
M0924,2022,62,League,2022-06-03,JSCA Intl Stadium Complex,Ranchi,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,228,7,19.3,233,7,18.6,normal,Lucknow Super Giants,wickets,4,Shreyas du Plessis,Paul Reiffel,Sundaram Ravi,True
M0925,2022,63,League,2022-06-05,Sawai Mansingh Stadium,Jaipur,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,bat,139,5,11.8,0,0,0.0,no result,,,0,Liam Stubbs,Sundaram Ravi,AK Chaudhary,False
M0926,2022,64,League,2022-06-06,Ekana Cricket Stadium,Lucknow,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,bat,168,5,18.3,175,5,16.1,normal,Delhi Capitals,wickets,1,Matthew Chahal,Richard Kettleborough,Bruce Oxenford,True
M0927,2022,65,League,2022-06-08,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,186,5,18.5,149,1,18.5,normal,Royal Challengers Bangalore,runs,37,Faisal Akhtar,Marais Erasmus,Virender Sharma,False
M0928,2022,66,League,2022-06-10,Himachal Pradesh Cricket Association Stadium,Dharamsala,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,229,9,18.1,169,9,18.9,normal,Punjab Kings,runs,60,Nathan Iyer,Ulhas Gandhe,Richard Kettleborough,True
M0929,2022,67,League,2022-06-11,M. A. Chidambaram Stadium,Chennai,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,151,6,19.2,141,6,17.0,normal,Gujarat Titans,runs,10,Steve Zaman,Virender Sharma,Sundaram Ravi,True
M0930,2022,68,League,2022-06-13,Wankhede Stadium,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,149,10,20.0,150,10,19.3,normal,Royal Challengers Bangalore,wickets,7,AB Buttler,Virender Sharma,Richard Kettleborough,True
M0931,2022,69,League,2022-06-14,M. A. Chidambaram Stadium,Chennai,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,220,7,18.7,207,6,18.7,normal,Chennai Super Kings,runs,13,Tim Salt,Ulhas Gandhe,CK Nandan,True
M0932,2022,70,League,2022-06-15,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,field,170,2,18.0,114,7,17.6,normal,Gujarat Titans,runs,56,Lockie Stubbs,Nitin Menon,Ulhas Gandhe,False
M0933,2022,71,Qualifier 1,2022-06-17,Brabourne Stadium,Mumbai,Punjab Kings,Mumbai Indians,Punjab Kings,field,164,6,19.7,144,5,15.3,normal,Mumbai Indians,runs,20,Quinton van der Dussen,Ulhas Gandhe,Sundaram Ravi,True
M0934,2022,72,Eliminator,2022-06-19,Wankhede Stadium,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,211,9,19.7,181,2,17.3,normal,Chennai Super Kings,runs,30,Hardik Azam,Bruce Oxenford,CK Nandan,True
M0935,2022,73,Qualifier 2,2022-06-20,Narendra Modi Stadium,Ahmedabad,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,bat,191,2,19.1,185,9,16.1,normal,Mumbai Indians,runs,6,Tristan Gill,Michael Gough,Chris Gaffaney,True
M0936,2022,74,Final,2022-06-21,Ekana Cricket Stadium,Lucknow,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,bat,223,4,19.7,226,9,16.3,normal,Chennai Super Kings,wickets,10,Kagiso Malan,Rod Tucker,Anil Chaudhary,False
M0937,2023,1,League,2023-03-14,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,169,7,19.0,103,4,17.9,normal,Chennai Super Kings,runs,66,AB Ashraf,Aleem Dar,Nitin Menon,False
M0938,2023,2,League,2023-03-16,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,195,5,19.9,111,6,19.6,normal,Chennai Super Kings,runs,84,Prithvi Amir,Michael Gough,Richard Kettleborough,True
M0939,2023,3,League,2023-03-17,Ekana Cricket Stadium,Lucknow,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,bat,212,9,18.6,220,6,18.0,normal,Lucknow Super Giants,wickets,8,Babar Gill,Kumar Dharmasena,Paul Reiffel,True
M0940,2023,4,League,2023-03-18,Himachal Pradesh Cricket Association Stadium,Dharamsala,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,233,8,19.4,235,10,17.1,normal,Royal Challengers Bangalore,wickets,6,Andre Iyer,Bruce Oxenford,Michael Gough,False
M0941,2023,5,League,2023-03-19,Brabourne Stadium,Mumbai,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,231,5,18.2,235,1,16.9,normal,Chennai Super Kings,wickets,5,Shai Amla,Marais Erasmus,Sundaram Ravi,False
M0942,2023,6,League,2023-03-20,Arun Jaitley Stadium,Delhi,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,197,7,19.6,178,10,16.6,normal,Delhi Capitals,runs,19,Babar Rabada,Michael Gough,AK Chaudhary,False
M0943,2023,7,League,2023-03-22,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,bat,308,2,20.0,228,3,16.1,normal,Punjab Kings,runs,80,Shoaib Amir,Sundaram Ravi,Billy Bowden,False
M0944,2023,8,League,2023-03-23,Barabati Stadium,Cuttack,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,178,6,18.1,185,8,16.6,normal,Rajasthan Royals,wickets,8,Virat de Villiers,Rod Tucker,Sundaram Ravi,True
M0945,2023,9,League,2023-03-25,M. A. Chidambaram Stadium,Chennai,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,bat,182,9,19.2,173,9,17.9,normal,Gujarat Titans,runs,9,Jonny Akhtar,Anil Chaudhary,Ulhas Gandhe,False
M0946,2023,10,League,2023-03-27,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,173,4,19.9,105,8,17.0,normal,Punjab Kings,runs,68,Alzarri Amir,Richard Kettleborough,Bruce Oxenford,True
M0947,2023,11,League,2023-03-29,Arun Jaitley Stadium,Delhi,Delhi Capitals,Punjab Kings,Delhi Capitals,field,238,10,20.0,165,7,19.2,normal,Delhi Capitals,runs,73,Ravichandran Smith,Kumar Dharmasena,Ulhas Gandhe,False
M0948,2023,12,League,2023-03-30,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,207,4,18.4,217,9,15.7,normal,Chennai Super Kings,wickets,1,Martin Padikkal,AK Chaudhary,Bruce Oxenford,True
M0949,2023,13,League,2023-03-31,Ekana Cricket Stadium,Lucknow,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,bat,217,10,20.0,175,10,17.1,normal,Gujarat Titans,runs,42,Anrich Guptill,Ulhas Gandhe,Bruce Oxenford,True
M0950,2023,14,League,2023-04-01,Ekana Cricket Stadium,Lucknow,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,187,2,19.4,144,6,17.2,normal,Sunrisers Hyderabad,runs,43,Mohammad Boult,Billy Bowden,Anil Chaudhary,False
M0951,2023,15,League,2023-04-02,Punjab Cricket Association Stadium,Mohali,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,303,5,18.2,237,2,16.6,normal,Sunrisers Hyderabad,runs,66,Rahul Brewis,Paul Reiffel,KN Ananthapadmanabhan,False
M0952,2023,16,League,2023-04-03,MCA Stadium,Pune,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,281,10,20.0,200,10,15.4,normal,Punjab Kings,runs,81,Stuart Azam,Billy Bowden,Sundaram Ravi,False
M0953,2023,17,League,2023-04-05,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,186,8,19.0,193,8,17.9,normal,Lucknow Super Giants,wickets,5,Marcus Sundar,Paul Reiffel,Aleem Dar,False
M0954,2023,18,League,2023-04-06,Wankhede Stadium,Mumbai,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,154,9,19.0,156,6,17.9,normal,Royal Challengers Bangalore,wickets,8,Aaron Conway,KN Ananthapadmanabhan,Anil Chaudhary,False
M0955,2023,19,League,2023-04-08,Punjab Cricket Association Stadium,Mohali,Punjab Kings,Lucknow Super Giants,Punjab Kings,field,109,4,19.1,105,6,17.8,tie,Punjab Kings,super over,0,Faf Livingstone,Paul Reiffel,Marais Erasmus,True
M0956,2023,20,League,2023-04-09,Wankhede Stadium,Mumbai,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,209,8,18.0,213,5,16.5,normal,Delhi Capitals,wickets,10,Shikhar Archer,S Ravi,KN Ananthapadmanabhan,True
M0957,2023,21,League,2023-04-10,Brabourne Stadium,Mumbai,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,208,8,18.1,129,1,16.7,normal,Rajasthan Royals,runs,79,Kagiso Malan,Marais Erasmus,Michael Gough,True
M0958,2023,22,League,2023-04-11,Arun Jaitley Stadium,Delhi,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,170,9,18.8,131,1,18.5,normal,Delhi Capitals,runs,39,Rahul Pope,Chris Gaffaney,AK Chaudhary,False
M0959,2023,23,League,2023-04-12,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,148,2,19.6,154,1,17.9,normal,Mumbai Indians,wickets,4,Dinesh Bairstow,Sundaram Ravi,S Ravi,True
M0960,2023,24,League,2023-04-13,Eden Gardens,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,205,8,19.9,200,3,20.0,normal,Royal Challengers Bangalore,super over,0,Lungi Ashwin,S Ravi,Bruce Oxenford,True
M0961,2023,25,League,2023-04-14,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,212,8,19.1,185,7,17.4,normal,Chennai Super Kings,runs,27,Sam Brook,Michael Gough,Aleem Dar,True
M0962,2023,26,League,2023-04-15,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,142,5,18.5,138,6,15.3,normal,Sunrisers Hyderabad,runs,4,Trent Boult,Paul Reiffel,S Ravi,True
M0963,2023,27,League,2023-04-16,Holkar Cricket Stadium,Indore,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,195,5,18.1,201,7,19.5,normal,Mumbai Indians,wickets,3,Hardik Kohli,Nitin Menon,Anil Chaudhary,False
M0964,2023,28,League,2023-04-18,Holkar Cricket Stadium,Indore,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,182,2,19.9,111,6,16.7,normal,Punjab Kings,runs,71,Ben Ngidi,Rod Tucker,Chris Gaffaney,False
M0965,2023,29,League,2023-04-19,Wankhede Stadium,Mumbai,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,215,5,19.9,220,6,16.4,normal,Mumbai Indians,wickets,5,Ravindra Guptill,Simon Taufel,Anil Chaudhary,True
M0966,2023,30,League,2023-04-21,Eden Gardens,Kolkata,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,185,5,18.1,186,5,15.1,normal,Punjab Kings,wickets,8,Heinrich Hazlewood,Nitin Menon,Paul Reiffel,True
M0967,2023,31,League,2023-04-22,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,124,10,20.0,128,2,16.6,normal,Lucknow Super Giants,wickets,1,Ambati Archer,Sundaram Ravi,Simon Taufel,True
M0968,2023,32,League,2023-04-23,Arun Jaitley Stadium,Delhi,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,215,10,20.0,224,8,15.5,normal,Delhi Capitals,wickets,1,Martin Rabada,Michael Gough,S Ravi,True
M0969,2023,33,League,2023-04-25,Wankhede Stadium,Mumbai,Mumbai Indians,Punjab Kings,Punjab Kings,bat,150,5,19.8,95,2,16.9,normal,Mumbai Indians,runs,55,Aiden Uthappa,Chris Gaffaney,Marais Erasmus,True
M0970,2023,34,League,2023-04-26,M. A. Chidambaram Stadium,Chennai,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,bat,185,7,19.8,180,6,19.6,tie,Lucknow Super Giants,super over,0,Manish Iyer,Richard Kettleborough,Marais Erasmus,False
M0971,2023,35,League,2023-04-27,Wankhede Stadium,Mumbai,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,181,4,18.0,148,7,17.1,normal,Delhi Capitals,runs,33,AB Markram,Bruce Oxenford,Rod Tucker,True
M0972,2023,36,League,2023-04-29,Punjab Cricket Association Stadium,Mohali,Punjab Kings,Lucknow Super Giants,Punjab Kings,field,112,7,18.8,89,1,15.5,normal,Punjab Kings,runs,23,Bhuvneshwar Markram,Michael Gough,Billy Bowden,True
M0973,2023,37,League,2023-04-30,Eden Gardens,Kolkata,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,193,4,19.0,170,2,19.0,normal,Kolkata Knight Riders,runs,23,Mohammed Topley,Marais Erasmus,Bruce Oxenford,True
M0974,2023,38,League,2023-05-02,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,252,8,19.6,213,3,16.3,normal,Mumbai Indians,runs,39,Gerald Chahal,Ulhas Gandhe,CK Nandan,True
M0975,2023,39,League,2023-05-04,Brabourne Stadium,Mumbai,Punjab Kings,Chennai Super Kings,Punjab Kings,field,169,10,20.0,175,3,18.1,normal,Chennai Super Kings,wickets,4,Denesh Shaw,Bruce Oxenford,Anil Chaudhary,False
M0976,2023,40,League,2023-05-06,Holkar Cricket Stadium,Indore,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,140,7,19.6,90,9,15.3,normal,Delhi Capitals,runs,50,Mohammad Saha,CK Nandan,Michael Gough,True
M0977,2023,41,League,2023-05-07,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,201,8,19.4,205,6,16.0,normal,Rajasthan Royals,wickets,5,Mark Riaz,Sundaram Ravi,CK Nandan,False
M0978,2023,42,League,2023-05-08,Punjab Cricket Association Stadium,Mohali,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,field,139,6,18.2,141,3,18.2,normal,Gujarat Titans,wickets,10,Trent de Bruyn,CK Nandan,Rod Tucker,False
M0979,2023,43,League,2023-05-10,Sawai Mansingh Stadium,Jaipur,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,180,8,19.6,106,7,18.7,normal,Mumbai Indians,runs,74,Steve Taylor,Richard Kettleborough,Paul Reiffel,True
M0980,2023,44,League,2023-05-12,Eden Gardens,Kolkata,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,121,3,18.8,125,8,15.4,normal,Kolkata Knight Riders,wickets,9,Marco Klaasen,Bruce Oxenford,Aleem Dar,False
M0981,2023,45,League,2023-05-14,Rajiv Gandhi Intl Cricket Stadium,Hyderabad,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,240,8,19.6,241,9,19.5,normal,Sunrisers Hyderabad,wickets,5,Axar Amla,S Ravi,Chris Gaffaney,True
M0982,2023,46,League,2023-05-16,Holkar Cricket Stadium,Indore,Punjab Kings,Delhi Capitals,Punjab Kings,field,213,4,19.5,171,3,16.9,normal,Delhi Capitals,runs,42,David Riaz,Paul Reiffel,Anil Chaudhary,True
M0983,2023,47,League,2023-05-18,Eden Gardens,Kolkata,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,126,4,19.3,133,5,17.8,normal,Delhi Capitals,wickets,2,Shoaib Amir,Simon Taufel,CK Nandan,False
M0984,2023,48,League,2023-05-20,Barabati Stadium,Cuttack,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,127,4,18.7,77,10,15.1,normal,Chennai Super Kings,runs,50,Shadab van der Dussen,S Ravi,Bruce Oxenford,False
M0985,2023,49,League,2023-05-22,Eden Gardens,Kolkata,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,bat,277,5,19.9,223,5,17.7,normal,Chennai Super Kings,runs,54,Aaron Warner,Kumar Dharmasena,Paul Reiffel,False
M0986,2023,50,League,2023-05-23,Narendra Modi Stadium,Ahmedabad,Gujarat Titans,Mumbai Indians,Gujarat Titans,bat,116,6,19.8,118,7,15.1,normal,Mumbai Indians,wickets,1,Robin Pant,Paul Reiffel,Sundaram Ravi,False
M0987,2023,51,League,2023-05-25,Arun Jaitley Stadium,Delhi,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,206,8,19.9,134,7,19.6,normal,Delhi Capitals,runs,72,Dale de Bruyn,Billy Bowden,Simon Taufel,False
M0988,2023,52,League,2023-05-27,Eden Gardens,Kolkata,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,173,2,18.4,139,4,15.4,normal,Mumbai Indians,runs,34,Wahab Saha,Billy Bowden,KN Ananthapadmanabhan,False
M0989,2023,53,League,2023-05-29,Chinnaswamy Stadium,Bangalore,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,121,9,18.2,123,10,18.4,normal,Sunrisers Hyderabad,wickets,2,Umesh Saha,Aleem Dar,Richard Kettleborough,False
M0990,2023,54,League,2023-05-30,Himachal Pradesh Cricket Association Stadium,Dharamsala,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,177,7,18.3,179,10,16.1,normal,Chennai Super Kings,wickets,8,Martin Rabada,CK Nandan,KN Ananthapadmanabhan,True
M0991,2023,55,League,2023-06-01,Sawai Mansingh Stadium,Jaipur,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,227,6,19.2,145,2,18.3,normal,Royal Challengers Bangalore,runs,82,Quinton Coetzee,S Ravi,Kumar Dharmasena,False
M0992,2023,56,League,2023-06-03,Chinnaswamy Stadium,Bangalore,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,178,5,18.7,188,7,19.8,normal,Punjab Kings,wickets,2,Martin Gill,Marais Erasmus,S Ravi,True
M0993,2023,57,League,2023-06-04,Wankhede Stadium,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,94,4,19.3,102,2,19.7,normal,Rajasthan Royals,wickets,2,Mayank Taylor,Virender Sharma,Sundaram Ravi,True
M0994,2023,58,League,2023-06-06,Ekana Cricket Stadium,Lucknow,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,146,2,18.1,156,6,17.2,normal,Mumbai Indians,wickets,10,Ambati Archer,Anil Chaudhary,S Ravi,True
M0995,2023,59,League,2023-06-07,Arun Jaitley Stadium,Delhi,Gujarat Titans,Mumbai Indians,Mumbai Indians,bat,276,8,18.7,192,5,16.9,normal,Mumbai Indians,runs,84,Steve Guptill,Aleem Dar,KN Ananthapadmanabhan,False
M0996,2023,60,League,2023-06-08,Narendra Modi Stadium,Ahmedabad,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,142,6,18.1,151,8,18.9,normal,Mumbai Indians,wickets,7,Adil Taylor,Kumar Dharmasena,Aleem Dar,False
M0997,2023,61,League,2023-06-09,Chinnaswamy Stadium,Bangalore,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,147,1,9.9,0,0,0.0,no result,,,0,Shikhar de Villiers,AK Chaudhary,Richard Kettleborough,True
M0998,2023,62,League,2023-06-10,Punjab Cricket Association Stadium,Mohali,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,137,4,18.3,118,3,16.4,normal,Punjab Kings,runs,19,Washington Amir,AK Chaudhary,Chris Gaffaney,True
M0999,2023,63,League,2023-06-12,Punjab Cricket Association Stadium,Mohali,Punjab Kings,Gujarat Titans,Gujarat Titans,bat,168,9,19.2,97,2,16.1,normal,Punjab Kings,runs,71,Nicholas Rashid,Kumar Dharmasena,Michael Gough,True
